path	bytes	width	height	depth	colour	chunks	residue	palette_sha1	palette_entries	idat_bytes
RTP/Battle/2003 Barrier.png	6232	480	480	8	3	6	0	e0bb5441018221a4dbf59060ed2fb01c37c9484f	256	5335
RTP/Battle/2003 Blow.png	8269	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7372
RTP/Battle/2003 Bow.png	4135	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	3238
RTP/Battle/2003 Breath.png	8559	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7662
RTP/Battle/2003 Claw.png	4863	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	3966
RTP/Battle/2003 Cold.png	7769	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	6872
RTP/Battle/2003 Cure.png	4727	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	3830
RTP/Battle/2003 Dark.png	16845	480	480	8	3	6	0	046e8fb81589d4f3e4c64432afa92501307bf63e	256	15948
RTP/Battle/2003 Earth.png	7222	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	6325
RTP/Battle/2003 Explosion.png	11391	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	10494
RTP/Battle/2003 Fire.png	19855	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	18958
RTP/Battle/2003 Holy.png	4929	480	480	8	3	4	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4092
RTP/Battle/2003 Light Pillar.png	4582	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	3685
RTP/Battle/2003 Other1.png	15788	480	480	8	3	6	0	a80556114abd7e5f7ac6351208789c47dbda568d	256	14891
RTP/Battle/2003 Other2.png	5218	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4321
RTP/Battle/2003 Paralysis.png	8972	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8075
RTP/Battle/2003 Recovery.png	5691	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4794
RTP/Battle/2003 Revive.png	5749	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4852
RTP/Battle/2003 Spear.png	6101	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	5204
RTP/Battle/2003 Sword.png	5242	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4345
RTP/Battle/2003 Thunder.png	7437	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	6540
RTP/Battle/2003 Water.png	17370	480	480	8	3	6	0	fa98d0b5481f4f68cd7ee0ee2970ab0b62bfa433	256	16473
RTP/Battle/2003 Whip.png	5575	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4678
RTP/Battle/2003 Wind.png	8547	480	480	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7650
RTP/Battle/Arrow.png	1687	480	96	8	3	4	0	7ad00e852862cfb0e26c90e786badd4258b07815	256	850
RTP/Battle/Axe.png	2029	480	192	8	3	4	0	6fcb479bae534aad7682340955aaa7e1344d7854	256	1192
RTP/Battle/Barrier.png	1982	480	192	8	3	4	0	c12778bd0d807293b5951b93feab08260fd15dc1	256	1145
RTP/Battle/Bite.png	1989	480	192	8	3	4	0	1dc892f1a897bb53e2aa68b29365e0699ea94388	256	1152
RTP/Battle/Blow.png	4336	480	288	8	3	4	0	59a210577c28fa8927a7b049b489242808feedc1	256	3499
RTP/Battle/Breath.png	4879	480	288	8	3	4	0	96f4ac11137410350a9e6151c02910cb2beef6a1	256	4042
RTP/Battle/Buff.png	4191	480	192	8	3	4	0	151ce27ddeab41c857c2476769cd4007ee1cd0b8	256	3354
RTP/Battle/Claw.png	2455	480	192	8	3	4	0	40146e70411b762d3353146228dbef95ab402791	256	1618
RTP/Battle/Dark.png	10333	480	384	8	3	4	0	390c99d681bfe15614e8ddae40fa209ea902367d	256	9496
RTP/Battle/Debuff.png	4165	480	192	8	3	4	0	151ce27ddeab41c857c2476769cd4007ee1cd0b8	256	3328
RTP/Battle/Earth.png	3992	480	192	8	3	4	0	151ce27ddeab41c857c2476769cd4007ee1cd0b8	256	3155
RTP/Battle/Explosion.png	7082	480	288	8	3	4	0	90ec797905e2967e2708ccf90ff828b6eaae03e6	256	6245
RTP/Battle/Fire1.png	8049	480	480	8	3	4	0	0d9bf3dcdc701bc2aab166680a5464f9d532ebf5	256	7212
RTP/Battle/Fire2.png	12861	480	480	8	3	4	0	2f075dbbcd2787efd32c5a09204cfa316eaf5317	256	12024
RTP/Battle/Holy.png	3585	480	288	8	3	4	0	59c7a5866c8da13a5c5e01c0844ba58a4defeaff	256	2748
RTP/Battle/Ice.png	7111	480	384	8	3	4	0	e024cbf85fe8e6cb3ed1fbea12f1e4488463e040	256	6274
RTP/Battle/Other.png	11554	480	480	8	3	4	0	7242facc367466535a023b73c4f65e9030deb4bf	256	10717
RTP/Battle/Paralysis.png	5180	480	288	8	3	4	0	f97026a5bbf162581414ac2ced920252277a94d2	256	4343
RTP/Battle/Recovery.png	2007	480	192	8	3	4	0	8d04ef9ab8e2bb8f7ba6fd1a83a287b3eac07400	256	1170
RTP/Battle/Ressurection.png	2784	480	192	8	3	4	0	a027d62871d4b831d51772e739c357b248278c75	256	1947
RTP/Battle/Spear.png	2796	480	288	8	3	4	0	6fcb479bae534aad7682340955aaa7e1344d7854	256	1959
RTP/Battle/Sword1.png	1866	480	192	8	3	4	0	ab528c99ef2758b525f8c39325f7fe1b72bf10f7	256	1029
RTP/Battle/Sword2.png	2334	480	192	8	3	4	0	ab528c99ef2758b525f8c39325f7fe1b72bf10f7	256	1497
RTP/Battle/Thunder.png	3944	480	192	8	3	4	0	2b92252008465076b6fd37214a66819d58730af1	256	3107
RTP/Battle/Treatment.png	1726	480	192	8	3	4	0	9adfc09c480169f288a721a015cfef0e38a6e70b	256	889
RTP/Battle/Water.png	11088	480	288	8	3	4	0	f3b97e1119e382612ee73cc7979559c844e2c2b8	256	10251
RTP/Battle/Whip.png	2460	480	192	8	3	4	0	40146e70411b762d3353146228dbef95ab402791	256	1623
RTP/Battle/Wind.png	2412	480	192	8	3	4	0	ddea0dc14ed30de9618e2edd2bb7b184eb6264fb	256	1575
RTP/BattleCharSet/Armored Warror A.png	9665	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8768
RTP/BattleCharSet/Armored Warror B.png	5836	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4939
RTP/BattleCharSet/Chinese Man A.png	9193	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8296
RTP/BattleCharSet/Chinese Man B.png	5803	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4906
RTP/BattleCharSet/Chinese Woman A.png	8375	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7478
RTP/BattleCharSet/Chinese Woman B.png	5214	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4317
RTP/BattleCharSet/Female Bandit A.png	8951	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8054
RTP/BattleCharSet/Female Bandit B.png	5467	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4570
RTP/BattleCharSet/Female Elf A.png	8701	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7804
RTP/BattleCharSet/Female Elf B.png	5349	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4452
RTP/BattleCharSet/Female Fighter A.png	9050	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8153
RTP/BattleCharSet/Female Fighter B.png	5564	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4667
RTP/BattleCharSet/Female Hero A.png	9093	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8196
RTP/BattleCharSet/Female Hero B.png	5305	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4408
RTP/BattleCharSet/Female Mage A.png	9631	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8734
RTP/BattleCharSet/Female Mage B.png	5641	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4744
RTP/BattleCharSet/Female Monk A.png	9234	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8337
RTP/BattleCharSet/Female Monk B.png	5297	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4400
RTP/BattleCharSet/Female Ninja A.png	8469	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7572
RTP/BattleCharSet/Female Ninja B.png	5230	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4333
RTP/BattleCharSet/Female Pirate A.png	8557	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7660
RTP/BattleCharSet/Female Pirate B.png	5452	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4555
RTP/BattleCharSet/Female Warrior A.png	9496	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8599
RTP/BattleCharSet/Female Warrior B.png	5723	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4826
RTP/BattleCharSet/Male Bandit A.png	8531	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7634
RTP/BattleCharSet/Male Bandit B.png	5349	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4452
RTP/BattleCharSet/Male Elf A.png	8903	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8006
RTP/BattleCharSet/Male Elf B.png	5549	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4652
RTP/BattleCharSet/Male Fighter A.png	9299	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8402
RTP/BattleCharSet/Male Fighter B.png	5573	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4676
RTP/BattleCharSet/Male Hero A.png	10428	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	9531
RTP/BattleCharSet/Male Hero B.png	5941	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	5044
RTP/BattleCharSet/Male Mage A.png	10034	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	9137
RTP/BattleCharSet/Male Mage B.png	6188	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	5291
RTP/BattleCharSet/Male Monk A.png	9255	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8358
RTP/BattleCharSet/Male Monk B.png	5438	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4541
RTP/BattleCharSet/Male Ninja A.png	8388	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7491
RTP/BattleCharSet/Male Ninja B.png	5162	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4265
RTP/BattleCharSet/Male Pirate A.png	9121	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8224
RTP/BattleCharSet/Male Pirate B.png	5430	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4533
RTP/BattleCharSet/Male Warrior A.png	9539	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8642
RTP/BattleCharSet/Male Warrior B.png	5616	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4719
RTP/BattleCharSet/Man1 A.png	9051	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8154
RTP/BattleCharSet/Man1 B.png	5563	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4666
RTP/BattleCharSet/Man2 A.png	8922	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8025
RTP/BattleCharSet/Man2 B.png	5790	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4893
RTP/BattleCharSet/Man3 A.png	9274	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8377
RTP/BattleCharSet/Man3 B.png	5655	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4758
RTP/BattleCharSet/Man4 A.png	8832	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7935
RTP/BattleCharSet/Man4 B.png	5300	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4403
RTP/BattleCharSet/Man5 A.png	9144	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8247
RTP/BattleCharSet/Man5 B.png	5466	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4569
RTP/BattleCharSet/Samurai A.png	8781	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7884
RTP/BattleCharSet/Samurai B.png	5409	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4512
RTP/BattleCharSet/Woman1 A.png	8711	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7814
RTP/BattleCharSet/Woman1 B.png	5403	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4506
RTP/BattleCharSet/Woman2 A.png	8733	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7836
RTP/BattleCharSet/Woman2 B.png	5306	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4409
RTP/BattleCharSet/Woman3 A.png	8450	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	7553
RTP/BattleCharSet/Woman3 B.png	5119	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4222
RTP/BattleCharSet/Woman4 A.png	8929	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8032
RTP/BattleCharSet/Woman4 B.png	5298	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4401
RTP/BattleCharSet/Woman5 A.png	9261	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	8364
RTP/BattleCharSet/Woman5 B.png	5393	144	384	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4496
RTP/BattleWeapon/Weapon.png	5665	192	512	8	3	6	0	ef929c402359676a75fb60415b4db96ab6fca016	256	4768
RTP/CharSet/Actor1.png	11640	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	10803
RTP/CharSet/Actor2.png	12160	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	11323
RTP/CharSet/Actor3.png	11827	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	10990
RTP/CharSet/Actor4.png	11803	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	10966
RTP/CharSet/Animal.png	8009	288	256	8	3	4	0	f3f2e4da14f4a925e9a4c5b178c4c15918cce159	256	7172
RTP/CharSet/Monster1.png	11249	288	256	8	3	4	0	f3f2e4da14f4a925e9a4c5b178c4c15918cce159	256	10412
RTP/CharSet/Monster2.png	16400	288	256	8	3	4	0	f3f2e4da14f4a925e9a4c5b178c4c15918cce159	256	15563
RTP/CharSet/Object1.png	5821	288	256	8	3	4	0	4a1254ecc9199765bc71fb69d89addf9f024ae26	256	4984
RTP/CharSet/Object2.png	5394	288	256	8	3	4	0	4a1254ecc9199765bc71fb69d89addf9f024ae26	256	4557
RTP/CharSet/People1.png	10655	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	9818
RTP/CharSet/People2.png	10799	288	256	8	3	4	0	131ef16433e38adae880f7be44648ef0d96ea1c2	256	9962
RTP/CharSet/People3.png	11389	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	10552
RTP/CharSet/People4.png	10568	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	9731
RTP/CharSet/People5.png	10644	288	256	8	3	4	0	b507d0fa1cf213a1daaea76b4fc5f74f7f03cddc	256	9807
RTP/CharSet/Vehicles.png	11200	288	256	8	3	4	0	a137899f61996fa497071c524ba4d3079cd566ae	256	10363
RTP/ChipSet/Dungeon.png	32109	480	256	8	3	9	0	9bde5908d919cced5b0ff010bc97b416c09bc00d	256	31208
RTP/ChipSet/Exterior.png	37494	480	256	8	3	10	0	72747cdf64e74cec0ec651718e431985b7b46e48	256	36581
RTP/ChipSet/Interior.png	34926	480	256	8	3	10	0	515773ee2d9ed84d6a3f68ae02b4981dda7db9fa	256	34013
RTP/ChipSet/Ship.png	30787	480	256	8	3	9	0	93820f50914c601bbde4e6029e15c01426a82fe3	256	29886
RTP/ChipSet/World.png	35006	480	256	8	3	10	0	98e38f9c90f5283f41d94858e4b087a7a557a557	256	34093
RTP/FaceSet/Actor1.png	28142	192	192	8	3	6	0	4ac9dc05e43a2c5164b68b649e93e60cff763148	256	27245
RTP/FaceSet/Actor2.png	29491	192	192	8	3	6	0	d2b2a262405bf0129fab2304ff4deeb4f5edfb97	256	28594
RTP/FaceSet/Monster.png	24592	192	192	8	3	6	0	698dfc9d8d07c9214933a1e7497ccb434811ab78	256	23695
RTP/FaceSet/People1.png	30152	192	192	8	3	6	0	9efbb13a53283b6ce8fede26e9cf37be2f4eb92c	256	29255
RTP/FaceSet/People2.png	27646	192	192	8	3	6	0	f66c01cb5bfa3e605dfd6bf68416eda173629970	256	26749
RTP/GameOver/Game Over.png	27367	320	240	8	3	4	0	eeec3a9ae1510c80e5bd318bd042e47e03335aad	256	26530
RTP/Monster/Ahriman.png	3882	65	80	8	3	6	0	f744a342c0f216e72e1fb756c8249a69b3ae1e39	256	2985
RTP/Monster/Alligator.png	3067	70	56	8	3	4	0	a3f95aab241a4f65f01fb174fdde9e5d2f1a3696	256	2230
RTP/Monster/Anaconda.png	4559	85	80	8	3	4	0	af7127eab44802f3646d47bf80bce131eb4f9062	256	3722
RTP/Monster/Asura.png	8599	103	160	8	3	4	0	166a19a410218b6dcc594c788c65db51bcf6fd6a	256	7762
RTP/Monster/Bahamut.png	13132	175	160	8	3	4	0	5d68f3370f35aeb53dcdb80dab09704217ce1e27	256	12295
RTP/Monster/Basilisk.png	3060	65	64	8	3	4	0	adfffaeaea51bc56a0b5f7d3fbced3df1f2b44d6	256	2223
RTP/Monster/Bat.png	1551	53	36	8	3	4	0	b07e8f10ae617ea66e799ec0fb6f167d141986a8	256	714
RTP/Monster/Behemoth.png	10026	168	107	8	3	4	0	4d4b4e5fd1fc23134dc1f5a2855d56c6d11c3445	256	9189
RTP/Monster/Berserker.png	4663	65	80	8	3	6	0	03d429831d9dad2ea1b024deb945c8058ed702bb	256	3766
RTP/Monster/Big Foot.png	3870	66	80	8	3	4	0	4106f8568644ee5d743e532cc105c713def93a31	256	3033
RTP/Monster/Byakko.png	6876	125	111	8	3	4	0	d8e12e602ea03e2cb3b2a25574289878f7ed759c	256	6039
RTP/Monster/Cait Sith.png	1958	50	57	8	3	4	0	9f9dfb54c081cf6b90253950fdff9546b81e8e14	256	1121
RTP/Monster/Carbuncle.png	2385	47	63	8	3	4	0	9877b2b533d36439e8b7904598b0d30a5d4d305b	256	1548
RTP/Monster/Carmilla.png	3562	60	75	8	3	6	0	87bee99f7fae72d37c9175b877376e6dd73861be	256	2665
RTP/Monster/Catoblepas.png	3979	68	80	8	3	4	0	b119ace4667a9974d882fec0078e34c246a4d759	256	3142
RTP/Monster/Centaur.png	3126	71	80	8	3	4	0	651428c226132891d90e80b419267c9ffed7e86c	256	2289
RTP/Monster/Centipede.png	2232	50	69	8	3	4	0	21505c85f3f2fd5f2a9a11ed8f733024aba69fd5	256	1395
RTP/Monster/Cerberus.png	7698	131	110	8	3	4	0	3a2c18238677a65c6d0b9497bffecfd38b5a319f	256	6861
RTP/Monster/Chimera.png	5386	101	77	8	3	4	0	88c7b15442c7d2c445d2abdf5ce141e92c4064d7	256	4549
RTP/Monster/Cockatorice.png	3686	70	75	8	3	4	0	3eeedc2abc596731dfe898b4764ba24c40f2894b	256	2849
RTP/Monster/Crab.png	3164	68	77	8	3	4	0	fa025a4b9cd167f463bda554e55cf78c710cd6bf	256	2327
RTP/Monster/Crawler.png	3565	69	77	8	3	4	0	b0bfc0d79e01d7d00f45e5588786cbb8f27bbc27	256	2728
RTP/Monster/Cyclops.png	8400	99	160	8	3	4	0	35c08c2d11e9cf73913650c0d7356a36e5e2b0d5	256	7563
RTP/Monster/Dark Elf.png	2892	64	82	8	3	4	0	5973ad1db76c318170a0bb3e833f7b4c7a5356aa	256	2055
RTP/Monster/Dark Knight.png	4112	97	85	8	3	4	0	ef12ed287a32c54bc63f15dbf345ea4601dc8b1a	256	3275
RTP/Monster/Demon.png	3932	86	84	8	3	4	0	e52f811aafecb18e4e37a3a68674640675af13dd	256	3095
RTP/Monster/Dragon Knight.png	4556	100	80	8	3	4	0	13793b5a6894926030c6646908b600e9c6b776c1	256	3719
RTP/Monster/Dragon.png	10210	148	118	8	3	4	0	f6604f21b626f88dd156cd39b5ddc6333f4b7a11	256	9373
RTP/Monster/Elf.png	2875	51	72	8	3	6	0	ee691228f2c6193d9d513b4d5b4ad0123d2b873c	256	1978
RTP/Monster/Fenrir.png	2547	66	82	8	3	4	0	e336286a359a3148edcb9640e1b16c1aaec60de2	256	1710
RTP/Monster/Gargoyle.png	3432	65	84	8	3	4	0	3bd582fd9078bcf3c2ece0a529897ce0a35e9f48	256	2595
RTP/Monster/Garuda.png	8981	115	150	8	3	4	0	47f1923e7559fdba330a110e3d5aeb1d18bbf80a	256	8144
RTP/Monster/Gazer.png	2076	50	72	8	3	4	0	2fb05c1cf7f911cfc03f1dc9666d8798ff926ead	256	1239
RTP/Monster/Genbu.png	8048	142	105	8	3	4	0	7522ab025b0ffcbc9f91f3f9d451504d2b296c7c	256	7211
RTP/Monster/Ghost.png	2649	61	76	8	3	4	0	f4f6e7ded2a5b4885950ca4e0cc2d1e2eff89cd7	256	1812
RTP/Monster/Ghoul.png	2584	56	80	8	3	4	0	58953a6ddb4cc5437654a599c80bac27de323464	256	1747
RTP/Monster/Giant.png	10328	102	159	8	3	6	0	1d69805119729e809b1e8b86db570a1d41bd7cbc	256	9431
RTP/Monster/Goblin.png	2715	46	73	8	3	6	0	fccd191cba8c2481ed9448e69d6a4a92093bf5b3	256	1818
RTP/Monster/Golem.png	9261	100	151	8	3	4	0	3241a77a33a4e4d538f0d2960506b2d144c22352	256	8424
